source,timestamp,acquisition_order,block,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,pixel_count
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,220.0,1.995133322117446,-0.49065610936163107,6.028747125507398,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,225.0,1.5714132082123098,-0.7351022551321388,5.497036226278765,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,230.0,1.1982677493783491,-2.054034147504441,4.031161087027196,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,235.0,1.4643726277751443,-1.0226223761532576,5.272752240438368,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,240.0,1.4546567828131836,-1.5025827417637563,3.8424207027134116,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,245.0,0.06569479032372581,-1.8438488266637298,3.9815544531840437,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,250.0,0.7886225453506623,-1.8771594467079065,3.202196405474028,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,255.0,0.514737864447657,-1.5857494244337718,3.3274452870441866,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,260.0,0.7234147350312204,-1.8735189742373395,3.161551391464322,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,265.0,0.14108167048723472,-2.7557901499097883,3.4055343123530495,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,270.0,0.5341695543716969,-2.988584408262348,3.0022139096000355,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,275.0,-1.2211201768928726,-2.628100429537577,2.8939855730549113,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,280.0,0.37313358127299057,-1.9443270546052172,2.286080119509445,64
